Match Number,Round Number,Date,Location,Home Team,Away Team,Result
993,1,07/03/26 20:00,"Target Center, Minneapolis, MN",Minnesota Timberwolves,Orlando Magic,
994,1,07/03/26 23:00,"Little Caesars Arena, Detroit, MI",Detroit Pistons,Brooklyn Nets,
995,1,08/03/26 00:30,"State Farm Arena, Atlanta, GA",Atlanta Hawks,Philadelphia 76ers,
996,1,08/03/26 01:00,"FedExForum, Memphis, TN",Memphis Grizzlies,LA Clippers,
997,1,08/03/26 01:00,"Fiserv Forum, Milwaukee, WI",Milwaukee Bucks,Utah Jazz,
998,1,08/03/26 01:30,"Paycom Center, Oklahoma City, OK",Oklahoma City Thunder,Golden State Warriors,
999,1,08/03/26 17:00,"Rocket Arena, Cleveland, OH",Cleveland Cavaliers,Boston Celtics,
1000,1,08/03/26 19:30,"Crypto.com Arena, Los Angeles, CA",Los Angeles Lakers,New York Knicks,
1001,1,08/03/26 22:00,"Kaseya Center, Miami, FL",Miami Heat,Detroit Pistons,
1002,1,08/03/26 22:00,"Scotiabank Arena, Toronto, ON",Toronto Raptors,Dallas Mavericks,
1003,1,08/03/26 23:00,"Smoothie King Center, New Orleans, LA",New Orleans Pelicans,Washington Wizards,
1004,1,09/03/26 00:00,"Fiserv Forum, Milwaukee, WI",Milwaukee Bucks,Orlando Magic,
1005,1,09/03/26 00:00,"Frost Bank Center, San Antonio, TX",San Antonio Spurs,Houston Rockets,
1006,1,09/03/26 01:00,"PHX Arena, Phoenix, AZ",Phoenix Suns,Charlotte Hornets,
1007,1,09/03/26 01:00,"Moda Center, Portland, OR",Portland Trail Blazers,Indiana Pacers,
1008,1,09/03/26 01:00,"Golden 1 Center, Sacramento, CA",Sacramento Kings,Chicago Bulls,
1009,1,09/03/26 23:00,"Rocket Arena, Cleveland, OH",Cleveland Cavaliers,Philadelphia 76ers,
1010,1,09/03/26 23:30,"Barclays Center, Brooklyn, NY",Brooklyn Nets,Memphis Grizzlies,
1011,1,09/03/26 23:30,"Paycom Center, Oklahoma City, OK",Oklahoma City Thunder,Denver Nuggets,
1012,1,10/03/26 01:00,"Delta Center, Salt Lake City, UT",Utah Jazz,Golden State Warriors,
1013,1,10/03/26 02:00,"Intuit Dome, Inglewood, CA",LA Clippers,New York Knicks,
1014,1,10/03/26 23:00,"Xfinity Mobile Arena, Philadelphia, PA",Philadelphia 76ers,Memphis Grizzlies,
1015,1,10/03/26 23:30,"Barclays Center, Brooklyn, NY",Brooklyn Nets,Detroit Pistons,
1016,1,10/03/26 23:30,"Kaseya Center, Miami, FL",Miami Heat,Washington Wizards,
1017,1,11/03/26 00:00,"State Farm Arena, Atlanta, GA",Atlanta Hawks,Dallas Mavericks,
1018,1,11/03/26 00:00,"Toyota Center, Houston, TX",Houston Rockets,Toronto Raptors,
1019,1,11/03/26 00:00,"Fiserv Forum, Milwaukee, WI",Milwaukee Bucks,Phoenix Suns,
1020,1,11/03/26 00:00,"Frost Bank Center, San Antonio, TX",San Antonio Spurs,Boston Celtics,
1021,1,11/03/26 02:00,"Chase Center, San Francisco, CA",Golden State Warriors,Chicago Bulls,
1022,1,11/03/26 02:00,"Moda Center, Portland, OR",Portland Trail Blazers,Charlotte Hornets,
1023,1,11/03/26 02:00,"Golden 1 Center, Sacramento, CA",Sacramento Kings,Indiana Pacers,
1024,1,11/03/26 03:00,"Crypto.com Arena, Los Angeles, CA",Los Angeles Lakers,Minnesota Timberwolves,
1025,1,11/03/26 23:30,"Kia Center, Orlando, FL",Orlando Magic,Cleveland Cavaliers,
1026,1,12/03/26 00:00,"Smoothie King Center, New Orleans, LA",New Orleans Pelicans,Toronto Raptors,
1027,1,12/03/26 01:00,"Delta Center, Salt Lake City, UT",Utah Jazz,New York Knicks,
1028,1,12/03/26 02:00,"Ball Arena, Denver, CO",Denver Nuggets,Houston Rockets,
1029,1,12/03/26 02:00,"Golden 1 Center, Sacramento, CA",Sacramento Kings,Charlotte Hornets,
1030,1,12/03/26 02:30,"Intuit Dome, Inglewood, CA",LA Clippers,Minnesota Timberwolves,
1031,1,12/03/26 23:00,"Little Caesars Arena, Detroit, MI",Detroit Pistons,Philadelphia 76ers,
1032,1,12/03/26 23:00,"Gainbridge Fieldhouse, Indianapolis, IN",Indiana Pacers,Phoenix Suns,
1033,1,12/03/26 23:00,"Kia Center, Orlando, FL",Orlando Magic,Washington Wizards,
1034,1,12/03/26 23:30,"State Farm Arena, Atlanta, GA",Atlanta Hawks,Brooklyn Nets,
1035,1,12/03/26 23:30,"Kaseya Center, Miami, FL",Miami Heat,Milwaukee Bucks,
1036,1,13/03/26 01:00,"Frost Bank Center, San Antonio, TX",San Antonio Spurs,Denver Nuggets,
1037,1,13/03/26 01:30,"Paycom Center, Oklahoma City, OK",Oklahoma City Thunder,Boston Celtics,
1038,1,13/03/26 02:30,"Crypto.com Arena, Los Angeles, CA",Los Angeles Lakers,Chicago Bulls,
1039,1,13/03/26 23:30,"Little Caesars Arena, Detroit, MI",Detroit Pistons,Memphis Grizzlies,
1040,1,13/03/26 23:30,"Gainbridge Fieldhouse, Indianapolis, IN",Indiana Pacers,New York Knicks,
1041,1,13/03/26 23:30,"Scotiabank Arena, Toronto, ON",Toronto Raptors,Phoenix Suns,
1042,1,14/03/26 00:00,"Toyota Center, Houston, TX",Houston Rockets,New Orleans Pelicans,
1043,1,14/03/26 00:30,"American Airlines Center, Dallas, TX",Dallas Mavericks,Cleveland Cavaliers,
1044,1,14/03/26 02:00,"Chase Center, San Francisco, CA",Golden State Warriors,Minnesota Timberwolves,
1045,1,14/03/26 02:00,"Moda Center, Portland, OR",Portland Trail Blazers,Utah Jazz,
1046,1,14/03/26 02:30,"Intuit Dome, Inglewood, CA",LA Clippers,Chicago Bulls,
1047,1,14/03/26 17:00,"Xfinity Mobile Arena, Philadelphia, PA",Philadelphia 76ers,Brooklyn Nets,
1048,1,14/03/26 19:00,"State Farm Arena, Atlanta, GA",Atlanta Hawks,Milwaukee Bucks,
1049,1,14/03/26 22:00,"TD Garden, Boston, MA",Boston Celtics,Washington Wizards,
1050,1,15/03/26 00:00,"Kaseya Center, Miami, FL",Miami Heat,Orlando Magic,
1051,1,15/03/26 00:00,"Frost Bank Center, San Antonio, TX",San Antonio Spurs,Charlotte Hornets,
1052,1,15/03/26 00:30,"Crypto.com Arena, Los Angeles, CA",Los Angeles Lakers,Denver Nuggets,
1053,1,15/03/26 02:30,"Intuit Dome, Inglewood, CA",LA Clippers,Sacramento Kings,
1054,1,15/03/26 17:00,"Paycom Center, Oklahoma City, OK",Oklahoma City Thunder,Minnesota Timberwolves,
1055,1,15/03/26 19:30,"Rocket Arena, Cleveland, OH",Cleveland Cavaliers,Dallas Mavericks,
1056,1,15/03/26 19:30,"Scotiabank Arena, Toronto, ON",Toronto Raptors,Detroit Pistons,
1057,1,15/03/26 19:30,"Fiserv Forum, Milwaukee, WI",Milwaukee Bucks,Indiana Pacers,
1058,1,15/03/26 22:00,"Xfinity Mobile Arena, Philadelphia, PA",Philadelphia 76ers,Portland Trail Blazers,
1059,1,16/03/26 00:00,"Madison Square Garden, New York, NY",New York Knicks,Golden State Warriors,
1060,1,16/03/26 02:00,"Golden 1 Center, Sacramento, CA",Sacramento Kings,Utah Jazz,
1061,1,16/03/26 23:00,"State Farm Arena, Atlanta, GA",Atlanta Hawks,Orlando Magic,
1062,1,16/03/26 23:00,"Capital One Arena, Washington, DC",Washington Wizards,Golden State Warriors,
1063,1,16/03/26 23:30,"Barclays Center, Brooklyn, NY",Brooklyn Nets,Portland Trail Blazers,
1064,1,17/03/26 00:00,"TD Garden, Boston, MA",Boston Celtics,Phoenix Suns,
1065,1,17/03/26 00:00,"United Center, Chicago, IL",Chicago Bulls,Memphis Grizzlies,
1066,1,17/03/26 00:00,"Smoothie King Center, New Orleans, LA",New Orleans Pelicans,Dallas Mavericks,
1067,1,17/03/26 01:00,"Toyota Center, Houston, TX",Houston Rockets,Los Angeles Lakers,
1068,1,17/03/26 02:30,"Intuit Dome, Inglewood, CA",LA Clippers,San Antonio Spurs,
1069,1,17/03/26 23:00,"Spectrum Center, Charlotte, NC",Charlotte Hornets,Miami Heat,
1070,1,17/03/26 23:00,"Kia Center, Orlando, FL",Orlando Magic,Oklahoma City Thunder,
1071,1,17/03/26 23:00,"Capital One Arena, Washington, DC",Washington Wizards,Detroit Pistons,
1072,1,17/03/26 23:30,"Madison Square Garden, New York, NY",New York Knicks,Indiana Pacers,
1073,1,18/03/26 00:00,"Fiserv Forum, Milwaukee, WI",Milwaukee Bucks,Cleveland Cavaliers,
1074,1,18/03/26 00:00,"Target Center, Minneapolis, MN",Minnesota Timberwolves,Phoenix Suns,
1075,1,18/03/26 01:00,"Ball Arena, Denver, CO",Denver Nuggets,Philadelphia 76ers,
1076,1,18/03/26 03:00,"Golden 1 Center, Sacramento, CA",Sacramento Kings,San Antonio Spurs,
1077,1,18/03/26 23:00,"TD Garden, Boston, MA",Boston Celtics,Golden State Warriors,
1078,1,18/03/26 23:30,"Barclays Center, Brooklyn, NY",Brooklyn Nets,Oklahoma City Thunder,
1079,1,18/03/26 23:30,"Gainbridge Fieldhouse, Indianapolis, IN",Indiana Pacers,Portland Trail Blazers,
1080,1,19/03/26 00:00,"United Center, Chicago, IL",Chicago Bulls,Toronto Raptors,
1081,1,19/03/26 00:00,"FedExForum, Memphis, TN",Memphis Grizzlies,New York Knicks,
1082,1,19/03/26 00:00,"Target Center, Minneapolis, MN",Minnesota Timberwolves,Utah Jazz,
1083,1,19/03/26 00:00,"Smoothie King Center, New Orleans, LA",New Orleans Pelicans,LA Clippers,
1084,1,19/03/26 00:30,"American Airlines Center, Dallas, TX",Dallas Mavericks,Atlanta Hawks,
1085,1,19/03/26 01:30,"Toyota Center, Houston, TX",Houston Rockets,Los Angeles Lakers,
1086,1,19/03/26 23:00,"Spectrum Center, Charlotte, NC",Charlotte Hornets,Orlando Magic,
1087,1,19/03/26 23:00,"Capital One Arena, Washington, DC",Washington Wizards,Detroit Pistons,
1088,1,20/03/26 00:00,"Kaseya Center, Miami, FL",Miami Heat,Los Angeles Lakers,
1089,1,20/03/26 00:00,"United Center, Chicago, IL",Chicago Bulls,Cleveland Cavaliers,
1090,1,20/03/26 00:00,"Smoothie King Center, New Orleans, LA",New Orleans Pelicans,LA Clippers,
1091,1,20/03/26 00:00,"Frost Bank Center, San Antonio, TX",San Antonio Spurs,Phoenix Suns,
1092,1,20/03/26 01:00,"Delta Center, Salt Lake City, UT",Utah Jazz,Milwaukee Bucks,
1093,1,20/03/26 02:00,"Golden 1 Center, Sacramento, CA",Sacramento Kings,Philadelphia 76ers,
1094,1,20/03/26 23:30,"Barclays Center, Brooklyn, NY",Brooklyn Nets,New York Knicks,
1095,1,20/03/26 23:30,"Little Caesars Arena, Detroit, MI",Detroit Pistons,Golden State Warriors,
1096,1,21/03/26 00:00,"Toyota Center, Houston, TX",Houston Rockets,Atlanta Hawks,
1097,1,21/03/26 00:00,"FedExForum, Memphis, TN",Memphis Grizzlies,Boston Celtics,
1098,1,21/03/26 00:00,"Target Center, Minneapolis, MN",Minnesota Timberwolves,Portland Trail Blazers,
1099,1,21/03/26 01:00,"Ball Arena, Denver, CO",Denver Nuggets,Toronto Raptors,
1100,1,21/03/26 21:00,"Capital One Arena, Washington, DC",Washington Wizards,Oklahoma City Thunder,
1101,1,21/03/26 23:00,"Spectrum Center, Charlotte, NC",Charlotte Hornets,Memphis Grizzlies,
1102,1,21/03/26 23:00,"Kia Center, Orlando, FL",Orlando Magic,Los Angeles Lakers,
1103,1,21/03/26 23:00,"Smoothie King Center, New Orleans, LA",New Orleans Pelicans,Cleveland Cavaliers,
1104,1,22/03/26 00:00,"State Farm Arena, Atlanta, GA",Atlanta Hawks,Golden State Warriors,
1105,1,22/03/26 00:00,"Toyota Center, Houston, TX",Houston Rockets,Miami Heat,
1106,1,22/03/26 00:00,"Frost Bank Center, San Antonio, TX",San Antonio Spurs,Indiana Pacers,
1107,1,22/03/26 00:30,"American Airlines Center, Dallas, TX",Dallas Mavericks,LA Clippers,
1108,1,22/03/26 01:30,"Delta Center, Salt Lake City, UT",Utah Jazz,Philadelphia 76ers,
1109,1,22/03/26 02:00,"PHX Arena, Phoenix, AZ",Phoenix Suns,Milwaukee Bucks,
1110,1,22/03/26 21:00,"Ball Arena, Denver, CO",Denver Nuggets,Portland Trail Blazers,
1111,1,22/03/26 22:00,"Golden 1 Center, Sacramento, CA",Sacramento Kings,Brooklyn Nets,
1112,1,22/03/26 23:30,"Madison Square Garden, New York, NY",New York Knicks,Washington Wizards,
1113,1,23/03/26 00:00,"TD Garden, Boston, MA",Boston Celtics,Minnesota Timberwolves,
1114,1,23/03/26 01:00,"PHX Arena, Phoenix, AZ",Phoenix Suns,Toronto Raptors,
1115,1,23/03/26 23:00,"State Farm Arena, Atlanta, GA",Atlanta Hawks,Memphis Grizzlies,
1116,1,23/03/26 23:00,"Little Caesars Arena, Detroit, MI",Detroit Pistons,Los Angeles Lakers,
1117,1,23/03/26 23:00,"Kia Center, Orlando, FL",Orlando Magic,Indiana Pacers,
1118,1,23/03/26 23:00,"Xfinity Mobile Arena, Philadelphia, PA",Philadelphia 76ers,Oklahoma City Thunder,
1119,1,23/03/26 23:30,"Kaseya Center, Miami, FL",Miami Heat,San Antonio Spurs,
1120,1,24/03/26 00:00,"United Center, Chicago, IL",Chicago Bulls,Houston Rockets,
1121,1,24/03/26 01:00,"Delta Center, Salt Lake City, UT",Utah Jazz,Toronto Raptors,
1122,1,24/03/26 01:30,"American Airlines Center, Dallas, TX",Dallas Mavericks,Golden State Warriors,
1123,1,24/03/26 02:00,"Moda Center, Portland, OR",Portland Trail Blazers,Brooklyn Nets,
1124,1,24/03/26 02:30,"Intuit Dome, Inglewood, CA",LA Clippers,Milwaukee Bucks,
1125,1,24/03/26 23:00,"Spectrum Center, Charlotte, NC",Charlotte Hornets,Sacramento Kings,
1126,1,24/03/26 23:30,"Madison Square Garden, New York, NY",New York Knicks,New Orleans Pelicans,
1127,1,25/03/26 00:00,"Rocket Arena, Cleveland, OH",Cleveland Cavaliers,Orlando Magic,
1128,1,25/03/26 03:00,"PHX Arena, Phoenix, AZ",Phoenix Suns,Denver Nuggets,
1129,1,25/03/26 23:00,"Little Caesars Arena, Detroit, MI",Detroit Pistons,Atlanta Hawks,
1130,1,25/03/26 23:00,"Gainbridge Fieldhouse, Indianapolis, IN",Indiana Pacers,Los Angeles Lakers,
1131,1,25/03/26 23:00,"Xfinity Mobile Arena, Philadelphia, PA",Philadelphia 76ers,Chicago Bulls,
1132,1,25/03/26 23:30,"TD Garden, Boston, MA",Boston Celtics,Oklahoma City Thunder,
1133,1,25/03/26 23:30,"Rocket Arena, Cleveland, OH",Cleveland Cavaliers,Miami Heat,
1134,1,26/03/26 00:00,"FedExForum, Memphis, TN",Memphis Grizzlies,San Antonio Spurs,
1135,1,26/03/26 01:00,"Delta Center, Salt Lake City, UT",Utah Jazz,Washington Wizards,
1136,1,26/03/26 01:30,"Target Center, Minneapolis, MN",Minnesota Timberwolves,Houston Rockets,
1137,1,26/03/26 02:00,"Ball Arena, Denver, CO",Denver Nuggets,Dallas Mavericks,
1138,1,26/03/26 02:00,"Chase Center, San Francisco, CA",Golden State Warriors,Brooklyn Nets,
1139,1,26/03/26 02:00,"Moda Center, Portland, OR",Portland Trail Blazers,Milwaukee Bucks,
1140,1,26/03/26 02:30,"Intuit Dome, Inglewood, CA",LA Clippers,Toronto Raptors,
1141,1,26/03/26 23:00,"Spectrum Center, Charlotte, NC",Charlotte Hornets,New York Knicks,
1142,1,26/03/26 23:00,"Little Caesars Arena, Detroit, MI",Detroit Pistons,New Orleans Pelicans,
1143,1,26/03/26 23:00,"Kia Center, Orlando, FL",Orlando Magic,Sacramento Kings,
1144,1,27/03/26 23:00,"Gainbridge Fieldhouse, Indianapolis, IN",Indiana Pacers,LA Clippers,
1145,1,27/03/26 23:30,"TD Garden, Boston, MA",Boston Celtics,Atlanta Hawks,
1146,1,27/03/26 23:30,"Rocket Arena, Cleveland, OH",Cleveland Cavaliers,Miami Heat,
1147,1,28/03/26 00:00,"FedExForum, Memphis, TN",Memphis Grizzlies,Houston Rockets,
1148,1,28/03/26 00:00,"Paycom Center, Oklahoma City, OK",Oklahoma City Thunder,Chicago Bulls,
1149,1,28/03/26 00:30,"Scotiabank Arena, Toronto, ON",Toronto Raptors,New Orleans Pelicans,
1150,1,28/03/26 01:00,"Ball Arena, Denver, CO",Denver Nuggets,Utah Jazz,
1151,1,28/03/26 02:00,"Chase Center, San Francisco, CA",Golden State Warriors,Washington Wizards,
1152,1,28/03/26 02:00,"Moda Center, Portland, OR",Portland Trail Blazers,Dallas Mavericks,
1153,1,28/03/26 02:30,"Crypto.com Arena, Los Angeles, CA",Los Angeles Lakers,Brooklyn Nets,
1154,1,28/03/26 19:00,"Fiserv Forum, Milwaukee, WI",Milwaukee Bucks,San Antonio Spurs,
1155,1,28/03/26 22:00,"Spectrum Center, Charlotte, NC",Charlotte Hornets,Philadelphia 76ers,
1156,1,28/03/26 23:30,"State Farm Arena, Atlanta, GA",Atlanta Hawks,Sacramento Kings,
1157,1,29/03/26 00:00,"FedExForum, Memphis, TN",Memphis Grizzlies,Chicago Bulls,
1158,1,29/03/26 00:00,"Target Center, Minneapolis, MN",Minnesota Timberwolves,Detroit Pistons,
1159,1,29/03/26 02:00,"PHX Arena, Phoenix, AZ",Phoenix Suns,Utah Jazz,
1160,1,29/03/26 19:30,"Fiserv Forum, Milwaukee, WI",Milwaukee Bucks,LA Clippers,
1161,1,29/03/26 21:00,"Gainbridge Fieldhouse, Indianapolis, IN",Indiana Pacers,Miami Heat,
1162,1,29/03/26 22:00,"Barclays Center, Brooklyn, NY",Brooklyn Nets,Sacramento Kings,
1163,1,29/03/26 22:00,"Spectrum Center, Charlotte, NC",Charlotte Hornets,Boston Celtics,
1164,1,29/03/26 22:00,"Scotiabank Arena, Toronto, ON",Toronto Raptors,Orlando Magic,
1165,1,29/03/26 22:00,"Moda Center, Portland, OR",Portland Trail Blazers,Washington Wizards,
1166,1,29/03/26 23:00,"Smoothie King Center, New Orleans, LA",New Orleans Pelicans,Houston Rockets,
1167,1,29/03/26 23:30,"Paycom Center, Oklahoma City, OK",Oklahoma City Thunder,New York Knicks,
1168,1,30/03/26 02:00,"Ball Arena, Denver, CO",Denver Nuggets,Golden State Warriors,
1169,1,30/03/26 23:00,"Kaseya Center, Miami, FL",Miami Heat,Philadelphia 76ers,
1170,1,30/03/26 23:30,"State Farm Arena, Atlanta, GA",Atlanta Hawks,Boston Celtics,
1171,1,31/03/26 00:00,"FedExForum, Memphis, TN",Memphis Grizzlies,Phoenix Suns,
1172,1,31/03/26 00:00,"Frost Bank Center, San Antonio, TX",San Antonio Spurs,Chicago Bulls,
1173,1,31/03/26 00:30,"American Airlines Center, Dallas, TX",Dallas Mavericks,Minnesota Timberwolves,
1174,1,31/03/26 01:00,"Delta Center, Salt Lake City, UT",Utah Jazz,Cleveland Cavaliers,
1175,1,31/03/26 01:30,"Paycom Center, Oklahoma City, OK",Oklahoma City Thunder,Detroit Pistons,
1176,1,31/03/26 02:00,"Crypto.com Arena, Los Angeles, CA",Los Angeles Lakers,Washington Wizards,
1177,1,31/03/26 23:00,"Kia Center, Orlando, FL",Orlando Magic,Phoenix Suns,
1178,1,31/03/26 23:30,"Barclays Center, Brooklyn, NY",Brooklyn Nets,Charlotte Hornets,
1179,1,01/04/26 00:00,"Little Caesars Arena, Detroit, MI",Detroit Pistons,Toronto Raptors,
1180,1,01/04/26 00:00,"Toyota Center, Houston, TX",Houston Rockets,New York Knicks,
1181,1,01/04/26 02:30,"Crypto.com Arena, Los Angeles, CA",Los Angeles Lakers,Cleveland Cavaliers,
1182,1,01/04/26 03:00,"Intuit Dome, Inglewood, CA",LA Clippers,Portland Trail Blazers,
1183,1,01/04/26 23:00,"Capital One Arena, Washington, DC",Washington Wizards,Philadelphia 76ers,
1184,1,01/04/26 23:30,"Kaseya Center, Miami, FL",Miami Heat,Boston Celtics,
1185,1,01/04/26 23:30,"Kia Center, Orlando, FL",Orlando Magic,Atlanta Hawks,
1186,1,02/04/26 00:00,"Scotiabank Arena, Toronto, ON",Toronto Raptors,Sacramento Kings,
1187,1,02/04/26 00:00,"United Center, Chicago, IL",Chicago Bulls,Indiana Pacers,
1188,1,02/04/26 00:00,"Toyota Center, Houston, TX",Houston Rockets,Milwaukee Bucks,
1189,1,02/04/26 00:00,"FedExForum, Memphis, TN",Memphis Grizzlies,Dallas Mavericks,
1190,1,02/04/26 01:00,"Delta Center, Salt Lake City, UT",Utah Jazz,Denver Nuggets,
1191,1,02/04/26 02:00,"Chase Center, San Francisco, CA",Golden State Warriors,San Antonio Spurs,
1192,1,02/04/26 23:00,"Spectrum Center, Charlotte, NC",Charlotte Hornets,Phoenix Suns,
1193,1,02/04/26 23:00,"Little Caesars Arena, Detroit, MI",Detroit Pistons,Minnesota Timberwolves,
1194,1,02/04/26 23:30,"Paycom Center, Oklahoma City, OK",Oklahoma City Thunder,Los Angeles Lakers,
1195,1,03/04/26 02:00,"Chase Center, San Francisco, CA",Golden State Warriors,Cleveland Cavaliers,
1196,1,03/04/26 02:00,"Moda Center, Portland, OR",Portland Trail Blazers,New Orleans Pelicans,
1197,1,03/04/26 02:30,"Intuit Dome, Inglewood, CA",LA Clippers,San Antonio Spurs,
1198,1,03/04/26 23:00,"Spectrum Center, Charlotte, NC",Charlotte Hornets,Indiana Pacers,
1199,1,03/04/26 23:00,"Xfinity Mobile Arena, Philadelphia, PA",Philadelphia 76ers,Minnesota Timberwolves,
1200,1,03/04/26 23:30,"Barclays Center, Brooklyn, NY",Brooklyn Nets,Atlanta Hawks,
1201,1,03/04/26 23:30,"Madison Square Garden, New York, NY",New York Knicks,Chicago Bulls,
1202,1,04/04/26 00:00,"Toyota Center, Houston, TX",Houston Rockets,Utah Jazz,
1203,1,04/04/26 00:00,"FedExForum, Memphis, TN",Memphis Grizzlies,Toronto Raptors,
1204,1,04/04/26 00:00,"Fiserv Forum, Milwaukee, WI",Milwaukee Bucks,Boston Celtics,
1205,1,04/04/26 00:30,"American Airlines Center, Dallas, TX",Dallas Mavericks,Orlando Magic,
1206,1,04/04/26 02:00,"Golden 1 Center, Sacramento, CA",Sacramento Kings,New Orleans Pelicans,
1207,1,04/04/26 19:00,"Kaseya Center, Miami, FL",Miami Heat,Washington Wizards,
1208,1,04/04/26 19:00,"Ball Arena, Denver, CO",Denver Nuggets,San Antonio Spurs,
1209,1,04/04/26 23:00,"Xfinity Mobile Arena, Philadelphia, PA",Philadelphia 76ers,Detroit Pistons,
1210,1,05/04/26 19:30,"TD Garden, Boston, MA",Boston Celtics,Toronto Raptors,
1211,1,05/04/26 19:30,"Barclays Center, Brooklyn, NY",Brooklyn Nets,Washington Wizards,
1212,1,05/04/26 19:30,"United Center, Chicago, IL",Chicago Bulls,Phoenix Suns,
1213,1,05/04/26 19:30,"Fiserv Forum, Milwaukee, WI",Milwaukee Bucks,Memphis Grizzlies,
1214,1,05/04/26 22:00,"Rocket Arena, Cleveland, OH",Cleveland Cavaliers,Indiana Pacers,
1215,1,05/04/26 23:00,"Target Center, Minneapolis, MN",Minnesota Timberwolves,Charlotte Hornets,
1216,1,05/04/26 23:00,"Smoothie King Center, New Orleans, LA",New Orleans Pelicans,Orlando Magic,
1217,1,05/04/26 23:00,"Paycom Center, Oklahoma City, OK",Oklahoma City Thunder,Utah Jazz,
1218,1,05/04/26 23:30,"American Airlines Center, Dallas, TX",Dallas Mavericks,Los Angeles Lakers,
1219,1,06/04/26 01:00,"Golden 1 Center, Sacramento, CA",Sacramento Kings,LA Clippers,
1220,1,06/04/26 02:00,"Chase Center, San Francisco, CA",Golden State Warriors,Houston Rockets,
1221,1,06/04/26 23:00,"State Farm Arena, Atlanta, GA",Atlanta Hawks,New York Knicks,
1222,1,06/04/26 23:00,"Kia Center, Orlando, FL",Orlando Magic,Detroit Pistons,
1223,1,07/04/26 00:00,"FedExForum, Memphis, TN",Memphis Grizzlies,Cleveland Cavaliers,
1224,1,07/04/26 00:00,"Frost Bank Center, San Antonio, TX",San Antonio Spurs,Philadelphia 76ers,
1225,1,07/04/26 01:00,"Ball Arena, Denver, CO",Denver Nuggets,Portland Trail Blazers,
1226,1,07/04/26 23:00,"Capital One Arena, Washington, DC",Washington Wizards,Chicago Bulls,
1227,1,07/04/26 23:30,"TD Garden, Boston, MA",Boston Celtics,Charlotte Hornets,
1228,1,07/04/26 23:30,"Barclays Center, Brooklyn, NY",Brooklyn Nets,Milwaukee Bucks,
1229,1,07/04/26 23:30,"Scotiabank Arena, Toronto, ON",Toronto Raptors,Miami Heat,
1230,1,08/04/26 00:00,"Gainbridge Fieldhouse, Indianapolis, IN",Indiana Pacers,Minnesota Timberwolves,
1231,1,08/04/26 00:00,"Smoothie King Center, New Orleans, LA",New Orleans Pelicans,Utah Jazz,
1232,1,08/04/26 02:00,"Chase Center, San Francisco, CA",Golden State Warriors,Sacramento Kings,
1233,1,08/04/26 02:30,"Crypto.com Arena, Los Angeles, CA",Los Angeles Lakers,Oklahoma City Thunder,
1234,1,08/04/26 02:30,"Intuit Dome, Inglewood, CA",LA Clippers,Dallas Mavericks,
1235,1,08/04/26 03:00,"PHX Arena, Phoenix, AZ",Phoenix Suns,Houston Rockets,
1236,1,08/04/26 23:00,"Rocket Arena, Cleveland, OH",Cleveland Cavaliers,Atlanta Hawks,
1237,1,08/04/26 23:00,"Kia Center, Orlando, FL",Orlando Magic,Minnesota Timberwolves,
1238,1,08/04/26 23:30,"Little Caesars Arena, Detroit, MI",Detroit Pistons,Milwaukee Bucks,
1239,1,09/04/26 00:00,"Frost Bank Center, San Antonio, TX",San Antonio Spurs,Portland Trail Blazers,
1240,1,09/04/26 01:00,"Ball Arena, Denver, CO",Denver Nuggets,Memphis Grizzlies,
1241,1,09/04/26 02:00,"Intuit Dome, Inglewood, CA",LA Clippers,Oklahoma City Thunder,
1242,1,09/04/26 02:00,"PHX Arena, Phoenix, AZ",Phoenix Suns,Dallas Mavericks,
1243,1,09/04/26 23:00,"Scotiabank Arena, Toronto, ON",Toronto Raptors,Miami Heat,
1244,1,09/04/26 23:00,"Capital One Arena, Washington, DC",Washington Wizards,Chicago Bulls,
1245,1,09/04/26 23:30,"Barclays Center, Brooklyn, NY",Brooklyn Nets,Indiana Pacers,
1246,1,09/04/26 23:30,"Madison Square Garden, New York, NY",New York Knicks,Boston Celtics,
1247,1,10/04/26 00:00,"Toyota Center, Houston, TX",Houston Rockets,Philadelphia 76ers,
1248,1,10/04/26 02:00,"Chase Center, San Francisco, CA",Golden State Warriors,Los Angeles Lakers,
1249,1,10/04/26 23:00,"Spectrum Center, Charlotte, NC",Charlotte Hornets,Detroit Pistons,
1250,1,10/04/26 23:00,"Capital One Arena, Washington, DC",Washington Wizards,Miami Heat,
1251,1,10/04/26 23:30,"State Farm Arena, Atlanta, GA",Atlanta Hawks,Cleveland Cavaliers,
1252,1,10/04/26 23:30,"TD Garden, Boston, MA",Boston Celtics,New Orleans Pelicans,
1253,1,10/04/26 23:30,"Gainbridge Fieldhouse, Indianapolis, IN",Indiana Pacers,Philadelphia 76ers,
1254,1,10/04/26 23:30,"Madison Square Garden, New York, NY",New York Knicks,Toronto Raptors,
1255,1,11/04/26 00:00,"United Center, Chicago, IL",Chicago Bulls,Orlando Magic,
1256,1,11/04/26 00:00,"Toyota Center, Houston, TX",Houston Rockets,Minnesota Timberwolves,
1257,1,11/04/26 00:00,"Fiserv Forum, Milwaukee, WI",Milwaukee Bucks,Brooklyn Nets,
1258,1,11/04/26 00:00,"Frost Bank Center, San Antonio, TX",San Antonio Spurs,Dallas Mavericks,
